kind,source_kind,source_family,source_path,container_path,archive_member,source_mtime,document_role,sha256,original_name,legacy_destination_path,destination_path
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Rigorous Mapping Between Discrete and Continuous Representations of the NavierΓÇôStokes Equations and Proof of Global Smoothness.tex,2025-01-10T11:09:44+00:00,standalone_tex,818e5e4a8de38e6082a5fcb2f607a632b69fa955138084f00aba51c2e37740cf,Rigorous Mapping Between Discrete and Continuous Representations of the Navier-Stokes Equations and Proof of Global Smoothness.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Rigorous Mapping Between Discrete and Continuous Representations of the NavierCoStokes Equations and Proof of Global Smoothness__desktop_navier_stokes_zip__2025-01-10.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Rigorous Mapping Between Discrete and Continuous Representations of the Navier-Stokes Equations and Proof of Global Smoothness__desktop_navier_stokes_zip__2025-01-10.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Section 2- Scale-Barrier Principle.tex,2025-01-12T17:00:00+00:00,standalone_tex,14c005d09d4fa4e5191839bfd1d68eba6eae094f533c7f5533c084d97d8b32aa,Section 2- Scale-Barrier Principle.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Section 2- Scale-Barrier Principle__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Section 2- Scale-Barrier Principle__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Section 3- Monotone Functional.tex,2025-01-12T17:13:20+00:00,standalone_tex,e494054f048b75e4351e92288934e84e624e8e2588779a94ee0ca539b23c08dc,Section 3- Monotone Functional.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Section 3- Monotone Functional__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Section 3- Monotone Functional__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Section 4- Non-Sobolev Compactness.tex,2025-01-12T17:27:50+00:00,standalone_tex,823101085b044377d838d9100cd32c9f939a8a55742ec6f938d8e5c21f55d293,Section 4- Non-Sobolev Compactness.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Section 4- Non-Sobolev Compactness__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Section 4- Non-Sobolev Compactness__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Section 5- Curvature-Based Regularity.tex,2025-01-12T17:50:26+00:00,standalone_tex,17ee90225570de40027f5ed2cfa84caeb87df7039ae8699ee9fd70e0cf1d9a24,Section 5- Curvature-Based Regularity.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Section 5- Curvature-Based Regularity__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Section 5- Curvature-Based Regularity__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Section 6- Interdependencies Among Principles.tex,2025-01-12T18:04:34+00:00,standalone_tex,a411569ef42a249f9a0568052b5f6525ed9c7a78b08438267f89cbe43d572e34,Section 6- Interdependencies Among Principles.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Section 6- Interdependencies Among Principles__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Section 6- Interdependencies Among Principles__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Strong Convergence in L2 Using Compactness.tex,2025-01-12T18:42:02+00:00,standalone_tex,4ffa3e03448c62f61faf7a2b666bd10fdcea70b370cbf06638e77208859bc13b,Strong Convergence in L2 Using Compactness.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Strong Convergence in L2 Using Compactness__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Strong Convergence in L2 Using Compactness__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Towards a Proof of Global Regularity for the NavierΓÇôStokes Equations.tex,2025-01-11T16:33:08+00:00,standalone_tex,055d355b27327d345d1ac8f4afcf16cd420f99ddb516b0598f9133963e41cda8,Towards a Proof of Global Regularity for the Navier-Stokes Equations.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Towards a Proof of Global Regularity for the NavierCoStokes Equations__desktop_navier_stokes_zip__2025-01-11.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Towards a Proof of Global Regularity for the Navier-Stokes Equations__desktop_navier_stokes_zip__2025-01-11.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Unifying Stability in PDEs- A Single Invariance Perspective.tex,2025-01-12T22:42:44+00:00,standalone_tex,369a4ba7afb3d22aa73f6c21a8498a46ff5dceac8d6b7284b3576cab5f8c6d5e,Unifying Stability in PDEs- A Single Invariance Perspective.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Unifying Stability in PDEs- A Single Invariance Perspective__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Unifying Stability in PDEs- A Single Invariance Perspective__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Uni∩¼üed Invariance in PDE Stability- Dissolving the Cyclical Framework.tex,2025-01-12T22:23:12+00:00,standalone_tex,404e856a772990d649075248d14fcf5749aa0291ef075e6c63b1e25cad9497b9,Unified Invariance in PDE Stability- Dissolving the Cyclical Framework.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Uni14ued Invariance in PDE Stability- Dissolving the Cyclical Framework__desktop_navier_stokes_zip__2025-01-12.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Unified Invariance in PDE Stability- Dissolving the Cyclical Framework__desktop_navier_stokes_zip__2025-01-12.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,main.tex,2026-03-16T22:37:45.133725+00:00,standalone_tex,a187b30eac3ed42e10d5b93dec7f8e39f7aee51903b066673b0485914d819072,main.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/main__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/main__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,metadata.tex,2026-03-16T22:37:45.133600+00:00,fragment_tex,88fd3b2d325d6c5189f909dbda16933352e927809c4579facc7e119b2713ce59,metadata.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/metadata__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/metadata__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,appendix.tex,2026-03-16T22:26:49.064836+00:00,fragment_tex,3fc3ad0d463fb06f5e3c358fc5e9653866dc43223c03f082d33d4dbaf8ef0784,appendix.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/appendix__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/appendix__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,sections/bridge-compactness.tex,2026-03-16T22:26:26.544086+00:00,fragment_tex,60fe43c31277eccfe6e5bd24f2be993a0a72a27062cd379d304dbc17428f2e9c,bridge-compactness.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/bridge-compactness__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/bridge-compactness__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,sections/prior-work-limits.tex,2026-03-16T22:37:45.134249+00:00,fragment_tex,8a2edef5f89880d97ccae5c4cb351f7911c75508f098b8ddea68bbf3b91d0289,prior-work-limits.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/prior-work-limits__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/prior-work-limits__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,sections/conclusion.tex,2026-03-16T22:26:44.322754+00:00,fragment_tex,afded99564ef7c124cfd5b3596b0e67b8572105cc9d9d7a6ce0d23fb04ec0dc8,conclusion.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/conclusion__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/conclusion__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,sections/bridge-gradient-control.tex,2026-03-16T22:26:31.759674+00:00,fragment_tex,57672cf3a73aa47b5bcc90bd32f29015bd72f28500fd0ac2529f3fc6d74e82ac,bridge-gradient-control.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/bridge-gradient-control__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/bridge-gradient-control__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,sections/abstract.tex,2026-03-16T22:37:45.133823+00:00,fragment_tex,ddac4b2e67a31df9fff0786879dc7f39816dd2a11e1a740aba43dad8406bf741,abstract.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/abstract__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/abstract__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,sections/setup-notation.tex,2026-03-16T22:37:45.134146+00:00,fragment_tex,ad509bfa715366be9e9a4b0c4d0a999bc5b8031c54dde54c8c74d98094be29ef,setup-notation.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/setup-notation__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/setup-notation__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,sections/introduction.tex,2026-03-16T22:37:45.133940+00:00,fragment_tex,bd100419ca5c827c9a3cbdde2eae089056460ab6770afedb20bab3e571b22403,introduction.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/introduction__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/introduction__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,sections/main-proof.tex,2026-03-16T22:26:37.056815+00:00,fragment_tex,dd79a53acd697f5c110f41e06f9a124d898a3e32dbb00c648e5cede6d9fca320,main-proof.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/main-proof__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/main-proof__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,sections/bridge-scale-barrier.tex,2026-03-16T22:26:20.168955+00:00,fragment_tex,831b098a5ea09fdb81596501b51793c35a1cb3a91017ed3d31184bcf16db5578,bridge-scale-barrier.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/bridge-scale-barrier__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/bridge-scale-barrier__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,sections/main-result.tex,2026-03-16T22:37:45.134048+00:00,fragment_tex,338db8684802c64b52c8a19caca80e7893c1cf96f1c6d36cf831863f64a34388,main-result.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/main-result__navier-stokes-conditional-journal-package__2026-03-16.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/main-result__navier-stokes-conditional-journal-package__2026-03-16.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-conditional-journal-package.tar.gz,main.pdf,2026-03-16T22:38:46.671005+00:00,pdf_output,cd41e49376dac40329a189f66706c15de1d69c35d8c1d9868e8f72be9fffe459,main.pdf,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/pdf/main__navier-stokes-conditional-journal-package__2026-03-16.pdf,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/main__navier-stokes-conditional-journal-package__2026-03-16.pdf
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,main.tex,2026-03-17T22:49:03.955054+00:00,standalone_tex,7adc1f45bd4f03963eff2b128e8c3924e62094e1a3622f97bf64f5b3306a8009,main.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/main__navier-stokes-full-claim-arxiv-source__2026-03-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/main__navier-stokes-full-claim-arxiv-source__2026-03-17.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,metadata.tex,2026-03-17T22:49:03.955539+00:00,fragment_tex,dd05ed0bc2039f34da0f4553b09c979869fd64f19a6e0fd8f3e0d76314eeabd9,metadata.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/metadata__navier-stokes-full-claim-arxiv-source__2026-03-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/metadata__navier-stokes-full-claim-arxiv-source__2026-03-17.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,appendix.tex,2026-03-17T22:49:03.957830+00:00,fragment_tex,64cd755db8f796b592e6d7ad09ca74416bdbb3ea02af77969d25ef4a019b7a15,appendix.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/appendix__navier-stokes-full-claim-arxiv-source__2026-03-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/appendix__navier-stokes-full-claim-arxiv-source__2026-03-17.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,sections/bridge-compactness.tex,2026-03-17T22:49:57.219360+00:00,fragment_tex,0279c29ea2f3938c66bbf25ea05997cfd6f391579a29c9c5bf571b211c93b617,bridge-compactness.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/bridge-compactness__navier-stokes-full-claim-arxiv-source__2026-03-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/bridge-compactness__navier-stokes-full-claim-arxiv-source__2026-03-17.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,sections/prior-work-limits.tex,2026-03-17T22:49:03.957425+00:00,fragment_tex,fb43d7d620f20d99a29984779b2983cf083f8984fbd747d0d948c08a8259930c,prior-work-limits.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/prior-work-limits__navier-stokes-full-claim-arxiv-source__2026-03-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/prior-work-limits__navier-stokes-full-claim-arxiv-source__2026-03-17.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,sections/conclusion.tex,2026-03-17T22:49:03.957652+00:00,fragment_tex,9bf6a289b2925e3695ae589c81c70299335f0026798105cde82570ea51d9ce86,conclusion.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/conclusion__navier-stokes-full-claim-arxiv-source__2026-03-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/conclusion__navier-stokes-full-claim-arxiv-source__2026-03-17.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,sections/bridge-gradient-control.tex,2026-03-17T22:49:03.957042+00:00,fragment_tex,2057953f1ee067442dc51e815d588c352b1f730eefd2a22082332ae5a28dabf3,bridge-gradient-control.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/bridge-gradient-control__navier-stokes-full-claim-arxiv-source__2026-03-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/bridge-gradient-control__navier-stokes-full-claim-arxiv-source__2026-03-17.tex
